disease,symptom
Legionella busanensis infection,Loss of appetite
Legionella busanensis infection,Muscle aching
Legionella busanensis infection,Cough
Legionella busanensis infection,Mental changes
Legionella busanensis infection,Breathlessness
Legionella busanensis infection,Headaches
Legionella busanensis infection,Throat irritation
Legionella busanensis infection,Chest pain
Legionella busanensis infection,Lung inflammation
Legionella busanensis infection,Nose irritation
Legionella busanensis infection,Confusion
Legionella busanensis infection,Diarrhea
Legionella busanensis infection,Chills
Legionella busanensis infection,Lung irritation
Legionella busanensis infection,Blood sputum
Legionella busanensis infection,Muscle pain
Legionella busanensis infection,Sputum production
Legionella busanensis infection,Pain when breathing in
Legionella busanensis infection,Nose inflammation
Legionella busanensis infection,Throat inflammation
Legionella busanensis infection,Fever
Legionella busanensis infection,Cyanosis
Legionella tauriensis infection,Nausea
Legionella tauriensis infection,Loss of appetite
Legionella tauriensis infection,Muscle aching
Legionella tauriensis infection,Cough
Legionella tauriensis infection,Mental changes
Legionella tauriensis infection,Breathlessness
Legionella tauriensis infection,Headaches
Legionella tauriensis infection,Throat irritation
Legionella tauriensis infection,Chest pain
Legionella tauriensis infection,Lung inflammation
Legionella tauriensis infection,Nose irritation
Legionella tauriensis infection,Confusion
Legionella tauriensis infection,Diarrhea
Legionella tauriensis infection,Chills
Legionella tauriensis infection,Lung irritation
Legionella tauriensis infection,Blood sputum
Legionella tauriensis infection,Muscle pain
Legionella tauriensis infection,Sputum production
Legionella tauriensis infection,Pain when breathing in
Legionella tauriensis infection,Nose inflammation
Legionella tauriensis infection,Throat inflammation
Legionella tauriensis infection,Fever
Legionella tauriensis infection,Cyanosis
Legionella drozanskii infection,Nausea
Legionella drozanskii infection,Loss of appetite
Legionella drozanskii infection,Muscle aching
Legionella drozanskii infection,Cough
Legionella drozanskii infection,Mental changes
Legionella drozanskii infection,Breathlessness
Legionella drozanskii infection,Headaches
Legionella drozanskii infection,Throat irritation
Legionella drozanskii infection,Chest pain
Legionella drozanskii infection,Lung inflammation
Legionella drozanskii infection,Nose irritation
Legionella drozanskii infection,Confusion
Legionella drozanskii infection,Diarrhea
Legionella drozanskii infection,Chills
Legionella drozanskii infection,Lung irritation
Legionella drozanskii infection,Blood sputum
Legionella drozanskii infection,Muscle pain
Legionella drozanskii infection,Sputum production
Legionella drozanskii infection,Pain when breathing in
Legionella drozanskii infection,Nose inflammation
Legionella drozanskii infection,Throat inflammation
Legionella drozanskii infection,Fever
Legionella drozanskii infection,Cyanosis
Extra-upper aerodigestive tract nk/t cell lymphoma,Night sweats
Extra-upper aerodigestive tract nk/t cell lymphoma,Nasal obstruction
Extra-upper aerodigestive tract nk/t cell lymphoma,Destruction of nasal tissue
Extra-upper aerodigestive tract nk/t cell lymphoma,Blood in nasal discharge
Extra-upper aerodigestive tract nk/t cell lymphoma,Nasal mass
Extra-upper aerodigestive tract nk/t cell lymphoma,Destruction of midfacial region
Extra-upper aerodigestive tract nk/t cell lymphoma,Epstein barr virus often associated
Extra-upper aerodigestive tract nk/t cell lymphoma,Chronic stuffy nose
Extra-upper aerodigestive tract nk/t cell lymphoma,Fever
Extra-upper aerodigestive tract nk/t cell lymphoma,Skin ulcers
Kidney damage -- solvents,Kidney dysfunction
Kidney damage -- solvents,Kidney damage
Kidney damage -- solvents,Proteinuria
Kidney damage -- solvents,Impaired electrolyte balance
Kidney damage -- solvents,Increased blood urea level
Kidney damage -- solvents,Enzymuria
Kidney damage -- solvents,Impaired body water balance
Kidney damage -- solvents,Tubular necrosis
Kidney damage -- solvents,Increased hydrogen ion level in blood
Kidney damage -- solvents,Increased blood electrolyte level
Kidney damage -- solvents,Increased blood pressure
Congenital spherocytic anemia,Abnormal heart rhythm
Congenital spherocytic anemia,Lightheadedness
Congenital spherocytic anemia,Loss of appetite
Congenital spherocytic anemia,Surgical removal of spleen
Congenital spherocytic anemia,Sore mouth
Congenital spherocytic anemia,Abnormally shaped red blood cells
Congenital spherocytic anemia,Delayed puberty
Congenital spherocytic anemia,Headaches
Congenital spherocytic anemia,Jaundice
Congenital spherocytic anemia,Sleep problems
Congenital spherocytic anemia,Chest pain
Congenital spherocytic anemia,Tiredness
Congenital spherocytic anemia,Irritability
Congenital spherocytic anemia,Abdominal discomfort
Congenital spherocytic anemia,Cold skin
Congenital spherocytic anemia,Brittle nails
Congenital spherocytic anemia,Reduced red blood cell count
Congenital spherocytic anemia,Kernicterus
Congenital spherocytic anemia,Swallowing difficulties
Congenital spherocytic anemia,Spherical red blood cells
Congenital spherocytic anemia,Pallor
Congenital spherocytic anemia,Pale lips
Congenital spherocytic anemia,Pale eyelids
Congenital spherocytic anemia,Anormal red blood cell shape
Congenital spherocytic anemia,Cognitive impairments
Congenital spherocytic anemia,Shortness of breath
Congenital spherocytic anemia,High blood bilirubin level
Medullary sponge kidney,Difficulty in passing urine
Medullary sponge kidney,Abdominal colic
Medullary sponge kidney,Leukocytes in urine
Medullary sponge kidney,Backaches
Medullary sponge kidney,Rigors
Medullary sponge kidney,Dilated kidney tubules
Medullary sponge kidney,Increased blood uric acid level
Medullary sponge kidney,Urination pain
Medullary sponge kidney,Protein in urine
Medullary sponge kidney,Fever
Medullary sponge kidney,Kussmaul's breathing
Medullary sponge kidney,Increased nocturnal urination
Medullary sponge kidney,Blood in urine
Medullary sponge kidney,Pale clammy skin
Medullary sponge kidney,Cardiac arrythmias
Medullary sponge kidney,Increased urination
Medullary sponge kidney,Burning during urination
B-cell chronic lymphocytic leukemia,Loss of appetite
B-cell chronic lymphocytic leukemia,Enlarge lymph nodes
B-cell chronic lymphocytic leukemia,Sense of abdominal fullness
B-cell chronic lymphocytic leukemia,Swollen spleen
B-cell chronic lymphocytic leukemia,Recurring infections
B-cell chronic lymphocytic leukemia,Easily tired
B-cell chronic lymphocytic leukemia,Shortness of breath
Hepatitis e,Nausea
Hepatitis e,Loss of appetite
Hepatitis e,Jaundice
Hepatitis e,Diarrhea
Hepatitis e,Abdominal pain
Hepatitis e,Yellow skin
Hepatitis e,Yellow eyes
Hepatitis e,Fever
Skin allergies,Angioedema
Skin allergies,Rashes
Skin allergies,Oedema
Skin allergies,Wheals
Skin allergies,Irritation
Skin allergies,Skin swelling
Skin allergies,Urticaria
Skin allergies,Pruritus
Skin allergies,Skin inflammation
Skin allergies,Skin rashes
"Leukemia, myeloid, chronic",Easy bruising
"Leukemia, myeloid, chronic",Bone pain
"Leukemia, myeloid, chronic",Infections
"Leukemia, myeloid, chronic",Night sweats
"Leukemia, myeloid, chronic",Bleeding
"Leukemia, myeloid, chronic",Headaches
"Leukemia, myeloid, chronic",Pale skin
"Leukemia, myeloid, chronic",High white blood cell level in blood
"Leukemia, myeloid, chronic",High white blood cell level in bone marrow
"Leukemia, myeloid, chronic",Fever
"Leukemia, myeloid, chronic",Shortness of breath
Legionella donaldsonil infection,Nausea
Legionella donaldsonil infection,Loss of appetite
Legionella donaldsonil infection,Muscle aching
Legionella donaldsonil infection,Cough
Legionella donaldsonil infection,Mental changes
Legionella donaldsonil infection,Breathlessness
Legionella donaldsonil infection,Headaches
Legionella donaldsonil infection,Throat irritation
Legionella donaldsonil infection,Chest pain
Legionella donaldsonil infection,Lung inflammation
Legionella donaldsonil infection,Nose irritation
Legionella donaldsonil infection,Confusion
Legionella donaldsonil infection,Diarrhea
Legionella donaldsonil infection,Chills
Legionella donaldsonil infection,Lung irritation
Legionella donaldsonil infection,Blood sputum
Legionella donaldsonil infection,Muscle pain
Legionella donaldsonil infection,Sputum production
Legionella donaldsonil infection,Pain when breathing in
Legionella donaldsonil infection,Nose inflammation
Legionella donaldsonil infection,Throat inflammation
Legionella donaldsonil infection,Fever
Legionella donaldsonil infection,Cyanosis
Laron dwarfism,Short statures
Laron dwarfism,Shallow eye orbits
Laron dwarfism,Large head
Laron dwarfism,Small penis
Laron dwarfism,High pitched voice
Laron dwarfism,Delayed sexual development
Laron dwarfism,Blue sclera
Laron dwarfism,Saddle nose
Laron dwarfism,Delayed closure of fontanelles
Laron dwarfism,Underdeveloped muscles
Laron dwarfism,Delayed puberty
Laron dwarfism,Sparse hair
Laron dwarfism,High blood cholesterol level
Laron dwarfism,High levels of growth hormones
Laron dwarfism,Short feet
Laron dwarfism,Childlike proportions in adults
Laron dwarfism,Thin skin
Laron dwarfism,Low blood sugar
Laron dwarfism,Abnormal skull growth
Laron dwarfism,Deep set eyes
Laron dwarfism,Poor nail growth
Laron dwarfism,Delayed bone age
Laron dwarfism,Prematurely aged skin appearance
Laron dwarfism,Depressed nose bridge
Laron dwarfism,Reduced or normal intelligence
Laron dwarfism,Delayed gross motor milestones - due to poor muscle development
Laron dwarfism,Absent pubertal growth
Laron dwarfism,Narrow larynx
Laron dwarfism,Short hands
Laron dwarfism,Delayed menarche
Laron dwarfism,Delayed tooth eruption
Laron dwarfism,Reduced sweating
Laron dwarfism,Retarded growth after birth
Laron dwarfism,Limited elbow extension
Laron dwarfism,Underdeveloped jaw
Laron dwarfism,Prominent forehead
Laron syndrome,Short statures
Laron syndrome,Shallow eye orbits
Laron syndrome,Large head
Laron syndrome,Small penis
Laron syndrome,High pitched voice
Laron syndrome,Delayed sexual development
Laron syndrome,Blue sclera
Laron syndrome,Saddle nose
Laron syndrome,Delayed closure of fontanelles
Laron syndrome,Underdeveloped muscles
Laron syndrome,Delayed puberty
Laron syndrome,Sparse hair
Laron syndrome,High blood cholesterol level
Laron syndrome,High levels of growth hormones
Laron syndrome,Short feet
Laron syndrome,Childlike proportions in adults
Laron syndrome,Thin skin
Laron syndrome,Low blood sugar
Laron syndrome,Abnormal skull growth
Laron syndrome,Deep set eyes
Laron syndrome,Poor nail growth
Laron syndrome,Delayed bone age
Laron syndrome,Prematurely aged skin appearance
Laron syndrome,Depressed nose bridge
Laron syndrome,Reduced or normal intelligence
Laron syndrome,Delayed gross motor milestones - due to poor muscle development
Laron syndrome,Absent pubertal growth
Laron syndrome,Narrow larynx
Laron syndrome,Short hands
Laron syndrome,Delayed menarche
Laron syndrome,Delayed tooth eruption
Laron syndrome,Reduced sweating
Laron syndrome,Retarded growth after birth
Laron syndrome,Limited elbow extension
Laron syndrome,Underdeveloped jaw
Laron syndrome,Prominent forehead
Legionella tusconensis infection,Nausea
Legionella tusconensis infection,Loss of appetite
Legionella tusconensis infection,Muscle aching
Legionella tusconensis infection,Cough
Legionella tusconensis infection,Mental changes
Legionella tusconensis infection,Breathlessness
Legionella tusconensis infection,Headaches
Legionella tusconensis infection,Throat irritation
Legionella tusconensis infection,Chest pain
Legionella tusconensis infection,Lung inflammation
Legionella tusconensis infection,Nose irritation
Legionella tusconensis infection,Confusion
Legionella tusconensis infection,Diarrhea
Legionella tusconensis infection,Chills
Legionella tusconensis infection,Lung irritation
Legionella tusconensis infection,Blood sputum
Legionella tusconensis infection,Muscle pain
Legionella tusconensis infection,Sputum production
Legionella tusconensis infection,Pain when breathing in
Legionella tusconensis infection,Nose inflammation
Legionella tusconensis infection,Throat inflammation
Legionella tusconensis infection,Fever
Legionella tusconensis infection,Cyanosis
Legionella santicrucis infection,Nausea
Legionella santicrucis infection,Loss of appetite
Legionella santicrucis infection,Muscle aching
Legionella santicrucis infection,Cough
Legionella santicrucis infection,Mental changes
Legionella santicrucis infection,Breathlessness
Legionella santicrucis infection,Headaches
Legionella santicrucis infection,Throat irritation
Legionella santicrucis infection,Chest pain
Legionella santicrucis infection,Lung inflammation
Legionella santicrucis infection,Nose irritation
Legionella santicrucis infection,Confusion
Legionella santicrucis infection,Diarrhea
Legionella santicrucis infection,Chills
Legionella santicrucis infection,Lung irritation
Legionella santicrucis infection,Blood sputum
Legionella santicrucis infection,Muscle pain
Legionella santicrucis infection,Sputum production
Legionella santicrucis infection,Pain when breathing in
Legionella santicrucis infection,Nose inflammation
Legionella santicrucis infection,Throat inflammation
Legionella santicrucis infection,Fever
